#please cite:
#Zhou KR, Liu S, Li B, Liu SR, Zheng WJ, Cai L, et al. An encyclopedia of RNA interactomes in ENCORI.
#2.Li JH, et al.starBase v2.0: decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data , Nucleic Acids Res. 2014 Jan;42:D92-7.
miRNAid	miRNAname	geneID	geneName	geneType	chromosome	narrowStart	narrowEnd	broadStart	broadEnd	strand	clipExpNum	degraExpNum	RBP	PITA	RNA22	miRmap	microT	miRanda	PicTar	TargetScan	pancancerNum
MIMAT0022483	hsa-miR-5691	ENSG00000067048	DDX3Y	protein_coding	chrY	15032112	15032128	15032100	15032140	+	7	0	AGO1-4,AGO2	0	0	0	2	0	0	0	0	Jijoye
MIMAT0022483	hsa-miR-5691	ENSG00000107404	DVL1	protein_coding	chr1	1275857	1275875	1275857	1275875	-	1	0	AGO1-4	0	1	0	0	0	0	0	3	MCF7
MIMAT0022483	hsa-miR-5691	ENSG00000189339	SLC35E2B	protein_coding	chr1	1593646	1593651	1593645	1593673	-	2	0	AGO1-4,AGO2	0	0	1	1	0	0	0	1	HS27a,HeLa
MIMAT0022483	hsa-miR-5691	ENSG00000189339	SLC35E2B	protein_coding	chr1	1595724	1595730	1595723	1595751	-	3	0	AGO2	0	0	1	1	0	0	0	1	HeLa
MIMAT0022483	hsa-miR-5691	ENSG00000116237	ICMT	protein_coding	chr1	6282542	6282548	6282542	6282548	-	1	0	AGO1	0	0	1	0	0	0	0	2	Flp-In-T-REx-293
MIMAT0022483	hsa-miR-5691	ENSG00000116237	ICMT	protein_coding	chr1	6283844	6283850	6283844	6283850	-	2	0	AGO1-4	0	0	1	0	0	0	0	2	MCF7
MIMAT0022483	hsa-miR-5691	ENSG00000069812	HES2	protein_coding	chr1	6478401	6478407	6478395	6478428	-	1	0	AGO2	0	0	1	2	0	0	0	2	HeLa
MIMAT0022483	hsa-miR-5691	ENSG00000171603	CLSTN1	protein_coding	chr1	9789482	9789502	9789482	9789502	-	2	0	AGO1,AGO1-4	0	1	0	0	0	0	0	2	Flp-In-T-REx-293,MCF7
MIMAT0022483	hsa-miR-5691	ENSG00000127481	UBR4	protein_coding	chr1	19439706	19439711	19439706	19439711	-	1	0	AGO2	0	0	1	0	0	0	0	3	HeLa
MIMAT0022483	hsa-miR-5691	ENSG00000075151	EIF4G3	protein_coding	chr1	21133096	21133124	21133096	21133124	-	6	0	AGO1-4,AGO2	0	0	0	1	0	0	0	3	HeLa,MCF7
MIMAT0022483	hsa-miR-5691	ENSG00000075151	EIF4G3	protein_coding	chr1	21186921	21186949	21186921	21186949	-	1	0	AGO2	0	0	0	1	0	0	0	3	HeLa
MIMAT0022483	hsa-miR-5691	ENSG00000179163	FUCA1	protein_coding	chr1	24171695	24171701	24171694	24171722	-	9	0	AGO1-4,AGO2	0	0	1	1	0	0	0	1	BT474,Jijoye
MIMAT0022483	hsa-miR-5691	ENSG00000117632	STMN1	protein_coding	chr1	26228126	26228147	26228126	26228147	-	9	6	AGO1-4,AGO2	0	1	0	0	0	0	0	3	HEK293S,MCF7
MIMAT0022483	hsa-miR-5691	ENSG00000158006	PAFAH2	protein_coding	chr1	26287011	26287039	26287011	26287039	-	1	0	AGO2	0	0	0	1	0	0	0	1	EWS
MIMAT0022483	hsa-miR-5691	ENSG00000158195	WASF2	protein_coding	chr1	27731747	27731769	27731747	27731769	-	4	0	AGO1-4	0	1	0	0	0	0	0	2	HS27a
MIMAT0022483	hsa-miR-5691	ENSG00000116350	SRSF4	protein_coding	chr1	29475511	29475539	29475511	29475539	-	4	4	AGO1,AGO1-4,AGO2	0	0	0	1	0	0	0	2	Flp-In-T-REx-293,HeLa,MCF7
MIMAT0022483	hsa-miR-5691	ENSG00000160058	BSDC1	protein_coding	chr1	32842171	32842194	32842171	32842194	-	2	0	AGO1-4,AGO2	0	1	0	0	0	0	0	2	Huh7.5,Liver
MIMAT0022483	hsa-miR-5691	ENSG00000142687	KIAA0319L	protein_coding	chr1	35944584	35944612	35944584	35944612	-	2	1	AGO1-4,AGO2	0	0	0	1	0	0	0	1	HS27a,HeLa
MIMAT0022483	hsa-miR-5691	ENSG00000188786	MTF1	protein_coding	chr1	38279895	38279901	38279894	38279922	-	1	0	AGO2	0	0	1	1	0	0	0	3	Huh7.5
MIMAT0022483	hsa-miR-5691	ENSG00000117016	RIMS3	protein_coding	chr1	41088008	41088013	41088007	41088035	-	1	2	AGO2	0	0	1	1	0	0	0	5	Huh7.5
MIMAT0022483	hsa-miR-5691	ENSG00000197429	IPP	protein_coding	chr1	46165019	46165025	46165019	46165025	-	1	0	AGO1-4	0	0	1	0	0	0	0	1	MCF7
MIMAT0022483	hsa-miR-5691	ENSG00000185104	FAF1	protein_coding	chr1	50957395	50957423	50957395	50957423	-	2	0	AGO1-4,AGO2	0	0	0	1	0	0	0	4	HeLa,Liver
MIMAT0022483	hsa-miR-5691	ENSG00000185104	FAF1	protein_coding	chr1	50957435	50957463	50957435	50957463	-	3	1	AGO1-4,AGO2	0	0	0	1	0	0	0	4	HeLa,Liver
MIMAT0022483	hsa-miR-5691	ENSG00000185104	FAF1	protein_coding	chr1	51032750	51032778	51032750	51032778	-	2	0	AGO2	0	0	0	1	0	0	0	4	HeLa
MIMAT0022483	hsa-miR-5691	ENSG00000169213	RAB3B	protein_coding	chr1	52385479	52385485	52385478	52385506	-	3	0	AGO1-4,AGO2	0	0	1	1	0	0	0	3	HEK293,HS5
MIMAT0022483	hsa-miR-5691	ENSG00000198841	KTI12	protein_coding	chr1	52498033	52498061	52498033	52498061	-	2	0	AGO1-4,AGO2	0	0	0	1	0	0	0	6	DG75-BCBL-1,HS27a
MIMAT0022483	hsa-miR-5691	ENSG00000198841	KTI12	protein_coding	chr1	52498073	52498079	52498072	52498100	-	18	0	AGO1,AGO2,AGO3	0	0	1	1	0	0	0	6	HEK293,HeLa
MIMAT0022483	hsa-miR-5691	ENSG00000198841	KTI12	protein_coding	chr1	52498282	52498288	52498281	52498309	-	2	0	AGO1-4,AGO2	0	0	1	1	0	0	0	6	BT474,DG75-BCBL-1
MIMAT0022483	hsa-miR-5691	ENSG00000154222	CC2D1B	protein_coding	chr1	52817133	52817161	52817133	52817161	-	1	0	AGO2	0	0	0	1	0	0	0	4	Huh7.5
MIMAT0022483	hsa-miR-5691	ENSG00000058804	NDC1	protein_coding	chr1	54238055	54238061	54238054	54238082	-	7	0	AGO1-4,AGO2	0	0	1	1	0	0	0	6	HeLa,MCF7
MIMAT0022483	hsa-miR-5691	ENSG00000162402	USP24	protein_coding	chr1	55532478	55532484	55532477	55532505	-	5	0	AGO1-4,AGO2	0	0	1	1	0	0	0	3	HeLa,MCF7
MIMAT0022483	hsa-miR-5691	ENSG00000162402	USP24	protein_coding	chr1	55534019	55534024	55534018	55534046	-	2	0	AGO2	0	0	1	1	0	0	0	3	EWS
MIMAT0022483	hsa-miR-5691	ENSG00000162402	USP24	protein_coding	chr1	55537553	55537581	55537553	55537581	-	2	1	AGO2	0	0	0	1	0	0	0	3	HeLa
MIMAT0022483	hsa-miR-5691	ENSG00000162402	USP24	protein_coding	chr1	55607350	55607378	55607350	55607378	-	3	0	AGO1-4,AGO2	0	0	0	1	0	0	0	3	BT474,HeLa
MIMAT0022483	hsa-miR-5691	ENSG00000162601	MYSM1	protein_coding	chr1	59123447	59123470	59123447	59123470	-	1	0	AGO1-4	0	1	0	0	0	0	0	4	MCF7
MIMAT0022483	hsa-miR-5691	ENSG00000172380	GNG12	protein_coding	chr1	68167821	68167826	68167821	68167826	-	9	0	AGO1-4,AGO2	0	0	1	0	0	0	0	2	HS5,hESCs
MIMAT0022483	hsa-miR-5691	ENSG00000172380	GNG12	protein_coding	chr1	68170081	68170087	68170081	68170087	-	7	0	AGO1-4,AGO2	0	0	1	0	0	0	0	2	HeLa,MCF7
MIMAT0022483	hsa-miR-5691	ENSG00000122482	ZNF644	protein_coding	chr1	91382103	91382108	91382102	91382130	-	2	1	AGO2	0	0	1	1	0	0	0	2	HeLa
MIMAT0022483	hsa-miR-5691	ENSG00000122482	ZNF644	protein_coding	chr1	91403943	91403971	91403943	91403971	-	4	0	AGO1-4,AGO2	0	0	0	1	0	0	0	2	Huh7.5,Liver
