#please cite:
#Zhou KR, Liu S, Li B, Liu SR, Zheng WJ, Cai L, et al. An encyclopedia of RNA interactomes in ENCORI.
#2.Li JH, et al.starBase v2.0: decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data , Nucleic Acids Res. 2014 Jan;42:D92-7.
miRNAid	miRNAname	geneID	geneName	geneType	chromosome	narrowStart	narrowEnd	broadStart	broadEnd	strand	clipExpNum	degraExpNum	RBP	PITA	RNA22	miRmap	microT	miRanda	PicTar	TargetScan	pancancerNum
MIMAT0002866	hsa-miR-517c-3p	ENSG00000078808	SDF4	protein_coding	chr1	1152902	1152908	1152902	1152908	-	1	0	AGO1-4	1	0	0	0	0	0	0	5	HUVEC
MIMAT0002866	hsa-miR-517c-3p	ENSG00000075151	EIF4G3	protein_coding	chr1	21133690	21133696	21133690	21133696	-	4	1	AGO2	1	0	0	0	0	0	0	4	HEK293S
MIMAT0002866	hsa-miR-517c-3p	ENSG00000162552	WNT4	protein_coding	chr1	22443825	22443832	22443825	22443832	-	1	0	AGO1-4	1	0	0	0	0	0	0	5	MCF7
MIMAT0002866	hsa-miR-517c-3p	ENSG00000169641	LUZP1	protein_coding	chr1	23415163	23415169	23415163	23415170	-	4	0	AGO2	1	0	1	0	0	0	0	1	HeLa
MIMAT0002866	hsa-miR-517c-3p	ENSG00000125945	ZNF436	protein_coding	chr1	23687914	23687920	23687914	23687920	-	4	0	AGO2	1	0	1	0	0	0	0	5	HEK293
MIMAT0002866	hsa-miR-517c-3p	ENSG00000182749	PAQR7	protein_coding	chr1	26189165	26189171	26189165	26189171	-	1	0	AGO2	1	0	1	0	0	0	0	2	HeLa
MIMAT0002866	hsa-miR-517c-3p	ENSG00000117632	STMN1	protein_coding	chr1	26228123	26228147	26228123	26228147	-	9	7	AGO1-4,AGO2	0	1	0	0	0	0	0	1	HEK293S,MCF7
MIMAT0002866	hsa-miR-517c-3p	ENSG00000198815	FOXJ3	protein_coding	chr1	42642367	42642373	42642366	42642394	-	18	0	AGO1,AGO1-4,AGO2	1	0	1	1	0	0	0	2	BT474,HEK293,HeLa
MIMAT0002866	hsa-miR-517c-3p	ENSG00000198815	FOXJ3	protein_coding	chr1	42644409	42644414	42644408	42644436	-	2	0	AGO1-4	1	0	1	1	0	0	0	2	MCF7
MIMAT0002866	hsa-miR-517c-3p	ENSG00000196517	SLC6A9	protein_coding	chr1	44462454	44462460	44462454	44462460	-	3	0	AGO2	1	0	0	0	0	0	0	5	HeLa
MIMAT0002866	hsa-miR-517c-3p	ENSG00000177606	JUN	protein_coding	chr1	59247576	59247582	59247576	59247582	-	3	0	AGO1,AGO2	1	0	0	0	0	0	0	2	HEK293,HEK293S
MIMAT0002866	hsa-miR-517c-3p	ENSG00000117525	F3	protein_coding	chr1	94995583	94995588	94995583	94995588	-	2	0	AGO2	1	0	0	0	0	0	0	1	HCT116
MIMAT0002866	hsa-miR-517c-3p	ENSG00000085433	WDR47	protein_coding	chr1	109513942	109513947	109513942	109513947	-	1	0	AGO1-4	1	0	0	0	0	0	0	2	MCF7
MIMAT0002866	hsa-miR-517c-3p	ENSG00000163346	PBXIP1	protein_coding	chr1	154917068	154917073	154917068	154917073	-	3	0	AGO1-4	1	0	0	0	0	0	0	6	MCF7
MIMAT0002866	hsa-miR-517c-3p	ENSG00000160767	FAM189B	protein_coding	chr1	155217176	155217181	155217176	155217181	-	3	0	AGO1,AGO1-4	1	0	0	0	0	0	0	6	Flp-In-T-REx-293,MCF7
MIMAT0002866	hsa-miR-517c-3p	ENSG00000143322	ABL2	protein_coding	chr1	179074273	179074279	179074273	179074279	-	4	0	AGO1-4,AGO2	1	0	1	0	0	0	0	3	EWS,MCF7
MIMAT0002866	hsa-miR-517c-3p	ENSG00000076356	PLXNA2	protein_coding	chr1	208200313	208200318	208200313	208200318	-	2	0	AGO2	1	0	0	0	0	0	0	8	HeLa
MIMAT0002866	hsa-miR-517c-3p	ENSG00000153187	HNRNPU	protein_coding	chr1	245017532	245017538	245017531	245017559	-	31	0	AGO1-4,AGO2	1	0	1	1	0	0	0	2	HeLa,MCF7
MIMAT0002866	hsa-miR-517c-3p	ENSG00000185420	SMYD3	protein_coding	chr1	245912680	245912685	245912680	245912685	-	1	0	AGO2	1	0	0	0	0	0	0	2	HeLa
MIMAT0002866	hsa-miR-517c-3p	ENSG00000116273	PHF13	protein_coding	chr1	6682416	6682417	6682390	6682444	+	19	0	AGO1,AGO1-4,AGO2,AGO3	1	0	1	2	0	0	0	2	HEK293,HeLa,Jijoye
MIMAT0002866	hsa-miR-517c-3p	ENSG00000116273	PHF13	protein_coding	chr1	6682437	6682443	6682437	6682443	+	11	0	AGO1-4,AGO2	1	0	1	0	0	0	0	2	HeLa,Jijoye
MIMAT0002866	hsa-miR-517c-3p	ENSG00000116273	PHF13	protein_coding	chr1	6683838	6683843	6683816	6683844	+	11	0	AGO1,AGO1-4,AGO2,AGO3	1	0	1	1	0	0	0	2	HEK293,HeLa,MCF7
MIMAT0002866	hsa-miR-517c-3p	ENSG00000142634	EFHD2	protein_coding	chr1	15755409	15755415	15755409	15755415	+	3	0	AGO1,AGO2	1	0	0	0	0	0	0	4	HEK293,HeLa
MIMAT0002866	hsa-miR-517c-3p	ENSG00000142634	EFHD2	protein_coding	chr1	15755736	15755741	15755736	15755741	+	1	0	AGO2	1	0	0	0	0	0	0	4	DG75-BCBL-1
MIMAT0002866	hsa-miR-517c-3p	ENSG00000169504	CLIC4	protein_coding	chr1	25167523	25167529	25167523	25167529	+	19	0	AGO1,AGO1-4,AGO2	1	0	1	0	0	0	0	0	BT474,HEK293,HeLa
MIMAT0002866	hsa-miR-517c-3p	ENSG00000157978	LDLRAP1	protein_coding	chr1	25895190	25895195	25895190	25895195	+	1	0	AGO1	1	0	0	0	0	0	0	3	Flp-In-T-REx-293
MIMAT0002866	hsa-miR-517c-3p	ENSG00000174574	AKIRIN1	protein_coding	chr1	39470160	39470166	39470160	39470166	+	21	0	AGO1-4,AGO2	1	0	1	0	0	0	0	0	LCL35,MCF7
MIMAT0002866	hsa-miR-517c-3p	ENSG00000162378	ZYG11B	protein_coding	chr1	53287596	53287602	53287575	53287603	+	1	0	AGO2	1	0	1	1	0	0	0	2	HeLa
