#please cite:
#Zhou KR, Liu S, Li B, Liu SR, Zheng WJ, Cai L, et al. An encyclopedia of RNA interactomes in ENCORI.
#2.Li JH, et al.starBase v2.0: decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data , Nucleic Acids Res. 2014 Jan;42:D92-7.
miRNAid	miRNAname	geneID	geneName	geneType	chromosome	narrowStart	narrowEnd	broadStart	broadEnd	strand	clipExpNum	degraExpNum	RBP	PITA	RNA22	miRmap	microT	miRanda	PicTar	TargetScan	pancancerNum
MIMAT0004928	hsa-miR-147b	ENSG00000114374	USP9Y	protein_coding	chrY	14869138	14869166	14869138	14869166	+	1	0	AGO2	0	0	0	1	0	0	0	1	HeLa
MIMAT0004928	hsa-miR-147b	ENSG00000107404	DVL1	protein_coding	chr1	1270806	1270811	1270806	1270811	-	1	0	AGO1-4	1	0	0	0	0	0	0	1	MCF7
MIMAT0004928	hsa-miR-147b	ENSG00000221978	CCNL2	protein_coding	chr1	1322662	1322667	1322662	1322667	-	2	0	AGO1-4,AGO2	1	0	0	0	0	0	0	2	BT474,HeLa
MIMAT0004928	hsa-miR-147b	ENSG00000221978	CCNL2	protein_coding	chr1	1328050	1328055	1328050	1328055	-	5	0	AGO1-4,AGO2	1	0	0	0	0	0	0	2	HEK293S,MCF7
MIMAT0004928	hsa-miR-147b	ENSG00000197921	HES5	protein_coding	chr1	2460577	2460582	2460577	2460582	-	4	0	AGO2	1	0	0	0	0	0	0	4	HEK293S
MIMAT0004928	hsa-miR-147b	ENSG00000116251	RPL22	protein_coding	chr1	6246232	6246237	6246232	6246237	-	11	0	AGO1,AGO1-4,AGO2	1	0	0	0	0	0	0	5	HEK293,HeLa,Jijoye
MIMAT0004928	hsa-miR-147b	ENSG00000116237	ICMT	protein_coding	chr1	6281615	6281620	6281615	6281620	-	10	0	AGO1,AGO1-4,AGO2	1	0	0	0	0	0	0	2	HEK293,HeLa,Jijoye
MIMAT0004928	hsa-miR-147b	ENSG00000162413	KLHL21	protein_coding	chr1	6653126	6653131	6653126	6653131	-	2	0	AGO1-4,AGO2	1	0	0	0	0	0	0	6	HS27a,Huh7.5
MIMAT0004928	hsa-miR-147b	ENSG00000171603	CLSTN1	protein_coding	chr1	9790321	9790326	9790321	9790326	-	2	0	AGO1-4	1	0	0	0	0	0	0	4	MCF7
MIMAT0004928	hsa-miR-147b	ENSG00000142627	EPHA2	protein_coding	chr1	16451494	16451499	16451494	16451499	-	5	0	AGO1-4,AGO2	1	0	0	0	0	0	0	0	HS27a,HeLa
MIMAT0004928	hsa-miR-147b	ENSG00000077549	CAPZB	protein_coding	chr1	19665891	19665897	19665891	19665897	-	14	0	AGO1-4,AGO2	1	0	1	0	0	0	1	1	BT474,HeLa
MIMAT0004928	hsa-miR-147b	ENSG00000244038	DDOST	protein_coding	chr1	20978849	20978855	20978849	20978856	-	10	2	AGO1-4,AGO2	1	0	1	0	0	0	0	2	HeLa,MCF7
MIMAT0004928	hsa-miR-147b	ENSG00000020633	RUNX3	protein_coding	chr1	25226101	25226106	25226101	25226106	-	1	0	AGO1-4	1	0	0	0	0	0	0	2	BC-3
MIMAT0004928	hsa-miR-147b	ENSG00000117632	STMN1	protein_coding	chr1	26226947	26226952	26226947	26226952	-	7	0	AGO1,AGO1-4,AGO2	1	0	0	0	0	0	0	2	Flp-In-T-REx-293,HEK293,MCF7
MIMAT0004928	hsa-miR-147b	ENSG00000163866	SMIM12	protein_coding	chr1	35320371	35320376	35320371	35320376	-	3	0	AGO1-4,AGO2	1	0	0	0	0	0	0	0	HeLa,MCF7
MIMAT0004928	hsa-miR-147b	ENSG00000142687	KIAA0319L	protein_coding	chr1	35900120	35900126	35900120	35900126	-	2	0	AGO1-4,AGO2	1	0	0	0	0	0	0	4	HeLa,MCF7
MIMAT0004928	hsa-miR-147b	ENSG00000184292	TACSTD2	protein_coding	chr1	59041714	59041719	59041714	59041719	-	5	0	AGO1-4	1	0	0	0	0	0	0	1	MCF7
MIMAT0004928	hsa-miR-147b	ENSG00000153904	DDAH1	protein_coding	chr1	85787097	85787103	85787097	85787103	-	15	0	AGO1-4,AGO2	1	0	1	0	0	0	0	5	BT474,HeLa
MIMAT0004928	hsa-miR-147b	ENSG00000134215	VAV3	protein_coding	chr1	108115014	108115020	108115014	108115020	-	1	0	AGO2	1	0	0	0	0	0	0	3	HeLa
MIMAT0004928	hsa-miR-147b	ENSG00000197323	TRIM33	protein_coding	chr1	114939867	114939872	114939867	114939872	-	3	0	AGO1-4	1	0	0	0	0	0	0	5	MCF7
MIMAT0004928	hsa-miR-147b	ENSG00000143420	ENSA	protein_coding	chr1	150594822	150594828	150594822	150594829	-	5	0	AGO1-4,AGO2	1	0	1	0	0	0	0	1	HeLa,MCF7
MIMAT0004928	hsa-miR-147b	ENSG00000143437	ARNT	protein_coding	chr1	150783929	150783934	150783929	150783934	-	1	0	AGO1-4	1	0	0	0	0	0	0	9	MCF7
MIMAT0004928	hsa-miR-147b	ENSG00000143442	POGZ	protein_coding	chr1	151376132	151376137	151376132	151376137	-	3	0	AGO1,AGO1-4	1	0	0	0	0	0	0	12	Flp-In-T-REx-293,MCF7
MIMAT0004928	hsa-miR-147b	ENSG00000160714	UBE2Q1	protein_coding	chr1	154522421	154522428	154522421	154522428	-	3	0	AGO1-4,AGO2	1	0	0	0	0	0	0	5	HEK293,MCF7
MIMAT0004928	hsa-miR-147b	ENSG00000160710	ADAR	protein_coding	chr1	154554972	154554977	154554972	154554977	-	12	0	AGO1-4,AGO2	1	0	0	0	0	0	0	2	HeLa,MCF7
MIMAT0004928	hsa-miR-147b	ENSG00000198952	SMG5	protein_coding	chr1	156220266	156220271	156220266	156220271	-	3	1	AGO1-4,AGO2	1	0	0	0	0	0	0	2	HEK293S,MCF7
MIMAT0004928	hsa-miR-147b	ENSG00000116604	MEF2D	protein_coding	chr1	156436386	156436391	156436386	156436391	-	5	0	AGO1-4,AGO2	1	0	0	0	0	0	0	6	DG75-BCBL-1,Jijoye
MIMAT0004928	hsa-miR-147b	ENSG00000158773	USF1	protein_coding	chr1	161009459	161009464	161009459	161009464	-	4	0	AGO1-4,AGO2	1	0	0	0	0	0	0	0	HeLa,MCF7
MIMAT0004928	hsa-miR-147b	ENSG00000157064	NMNAT2	protein_coding	chr1	183221063	183221068	183221063	183221068	-	1	0	AGO2	1	0	0	0	0	0	0	3	motor-cortex
MIMAT0004928	hsa-miR-147b	ENSG00000157064	NMNAT2	protein_coding	chr1	183221079	183221084	183221078	183221098	-	1	0	AGO2	1	1	0	0	0	0	0	3	motor-cortex
MIMAT0004928	hsa-miR-147b	ENSG00000154380	ENAH	protein_coding	chr1	225685139	225685144	225685139	225685144	-	6	0	AGO1,AGO1-4,AGO2	1	0	0	0	0	0	0	9	HEK293,HeLa,MCF7
MIMAT0004928	hsa-miR-147b	ENSG00000116903	EXOC8	protein_coding	chr1	231470960	231470965	231470960	231470965	-	1	0	AGO1-4	1	0	0	0	0	0	0	8	MCF7
MIMAT0004928	hsa-miR-147b	ENSG00000173726	TOMM20	protein_coding	chr1	235273943	235273949	235273943	235273949	-	6	0	AGO1-4	1	0	1	0	0	0	0	7	MCF7
MIMAT0004928	hsa-miR-147b	ENSG00000157933	SKI	protein_coding	chr1	2238878	2238884	2238878	2238884	+	3	0	AGO1-4,AGO2	1	0	0	0	0	0	0	7	HCT116,HUVEC
MIMAT0004928	hsa-miR-147b	ENSG00000235169	SMIM1	protein_coding	chr1	3692516	3692522	3692516	3692522	+	1	0	AGO1-4	0	0	1	0	0	0	0	5	BCBL-1
MIMAT0004928	hsa-miR-147b	ENSG00000187017	ESPN	protein_coding	chr1	6520297	6520303	6520297	6520303	+	1	0	AGO1-4	1	0	0	0	0	0	0	1	MCF7
MIMAT0004928	hsa-miR-147b	ENSG00000171735	CAMTA1	protein_coding	chr1	7826644	7826649	7826644	7826649	+	3	0	AGO1-4,AGO2	1	0	0	0	0	0	0	1	HCT116,MCF7
MIMAT0004928	hsa-miR-147b	ENSG00000171735	CAMTA1	protein_coding	chr1	7826652	7826657	7826652	7826657	+	5	0	AGO1-4,AGO2	1	0	0	0	0	0	0	1	HEK293,MCF7
MIMAT0004928	hsa-miR-147b	ENSG00000116786	PLEKHM2	protein_coding	chr1	16060942	16060947	16060942	16060947	+	1	0	AGO2	1	0	0	0	0	0	0	3	LCL35
MIMAT0004928	hsa-miR-147b	ENSG00000162458	FBLIM1	protein_coding	chr1	16112228	16112235	16112228	16112235	+	2	0	AGO1-4	1	0	0	0	0	0	0	2	HUVEC
MIMAT0004928	hsa-miR-147b	ENSG00000133216	EPHB2	protein_coding	chr1	23240825	23240830	23240825	23240830	+	1	0	AGO1-4	1	0	0	0	0	0	0	3	HUVEC
MIMAT0004928	hsa-miR-147b	ENSG00000057757	PITHD1	protein_coding	chr1	24114402	24114407	24114402	24114407	+	4	0	AGO1-4	1	0	0	0	0	0	0	4	BT474
MIMAT0004928	hsa-miR-147b	ENSG00000162430	SELENON	protein_coding	chr1	26142524	26142530	26142524	26142530	+	5	0	AGO1-4,AGO2	1	0	0	0	0	0	0	5	HEK293S,HUVEC
MIMAT0004928	hsa-miR-147b	ENSG00000130770	ATP5IF1	protein_coding	chr1	28563294	28563301	28563294	28563301	+	3	0	AGO1-4	1	0	0	0	0	0	0	3	MCF7
MIMAT0004928	hsa-miR-147b	ENSG00000054118	THRAP3	protein_coding	chr1	36769738	36769744	36769738	36769744	+	4	0	AGO1-4,AGO2	1	0	1	0	0	0	0	4	HEK293S,HUVEC
MIMAT0004928	hsa-miR-147b	ENSG00000116205	TCEANC2	protein_coding	chr1	54562365	54562370	54562365	54562370	+	2	0	AGO1-4	1	0	0	0	0	0	0	4	MCF7
MIMAT0004928	hsa-miR-147b	ENSG00000162599	NFIA	protein_coding	chr1	61548427	61548446	61548427	61548446	+	2	0	AGO1-4,AGO2	0	1	0	0	0	0	0	9	Huh7.5,Liver
MIMAT0004928	hsa-miR-147b	ENSG00000160688	FLAD1	protein_coding	chr1	154965504	154965510	154965493	154965511	+	4	0	AGO1,AGO1-4,AGO2	0	1	1	0	0	0	0	0	Flp-In-T-REx-293,HeLa,MCF7
MIMAT0004928	hsa-miR-147b	ENSG00000143537	ADAM15	protein_coding	chr1	155035199	155035205	155035198	155035205	+	5	0	AGO1-4,AGO2	1	0	1	0	0	0	0	0	HeLa,MCF7
