#please cite:
#Zhou KR, Liu S, Li B, Liu SR, Zheng WJ, Cai L, et al. An encyclopedia of RNA interactomes in ENCORI.
#2.Li JH, et al.starBase v2.0: decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data , Nucleic Acids Res. 2014 Jan;42:D92-7.
miRNAid	miRNAname	geneID	geneName	geneType	chromosome	narrowStart	narrowEnd	broadStart	broadEnd	strand	clipExpNum	degraExpNum	RBP	PITA	RNA22	miRmap	microT	miRanda	PicTar	TargetScan	pancancerNum
MIMAT0002845	hsa-miR-526a	ENSG00000221978	CCNL2	protein_coding	chr1	1328065	1328071	1328065	1328071	-	3	0	AGO1-4,AGO2	1	0	0	0	0	0	0	0	Huh7.5,MCF7
MIMAT0002845	hsa-miR-526a	ENSG00000171680	PLEKHG5	protein_coding	chr1	6527187	6527192	6527187	6527192	-	1	0	AGO1-4	1	0	0	0	0	0	0	1	MCF7
MIMAT0002845	hsa-miR-526a	ENSG00000142599	RERE	protein_coding	chr1	8413422	8413427	8413422	8413427	-	2	0	AGO2	1	0	1	0	0	0	0	0	Huh7.5
MIMAT0002845	hsa-miR-526a	ENSG00000074800	ENO1	protein_coding	chr1	8921155	8921160	8921155	8921160	-	15	0	AGO1-4,AGO2	1	0	0	0	0	0	0	0	HeLa,MCF7
MIMAT0002845	hsa-miR-526a	ENSG00000198793	MTOR	protein_coding	chr1	11166651	11166656	11166651	11166656	-	1	0	AGO2	1	0	0	0	0	0	0	0	HeLa
MIMAT0002845	hsa-miR-526a	ENSG00000177000	MTHFR	protein_coding	chr1	11846913	11846918	11846913	11846918	-	1	0	AGO2	1	0	1	0	0	0	0	1	HEK293
MIMAT0002845	hsa-miR-526a	ENSG00000177000	MTHFR	protein_coding	chr1	11847019	11847024	11847019	11847024	-	1	1	AGO2	1	0	1	0	0	0	0	1	DG75-BCBL-1
MIMAT0002845	hsa-miR-526a	ENSG00000179051	RCC2	protein_coding	chr1	17733650	17733657	17733650	17733657	-	5	0	AGO1-4,AGO2	1	0	0	0	0	0	0	1	HS27a,HeLa
MIMAT0002845	hsa-miR-526a	ENSG00000053371	AKR7A2	protein_coding	chr1	19630608	19630613	19630608	19630613	-	4	0	AGO1,AGO1-4	1	0	0	0	0	0	0	1	HEK293,MCF7
MIMAT0002845	hsa-miR-526a	ENSG00000169641	LUZP1	protein_coding	chr1	23412801	23412806	23412801	23412806	-	8	0	AGO1,AGO2,AGO3	1	0	0	0	0	0	0	0	HEK293,LCL35
