#please cite:
#Zhou KR, Liu S, Li B, Liu SR, Zheng WJ, Cai L, et al. An encyclopedia of RNA interactomes in ENCORI.
#2.Li JH, et al.starBase v2.0: decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data , Nucleic Acids Res. 2014 Jan;42:D92-7.
miRNAid	miRNAname	geneID	geneName	geneType	chromosome	narrowStart	narrowEnd	broadStart	broadEnd	strand	clipExpNum	degraExpNum	RBP	PITA	RNA22	miRmap	microT	miRanda	PicTar	TargetScan	pancancerNum
MIMAT0018000	hsa-miR-23c	ENSG00000165775	FUNDC2	protein_coding	chrX	154283089	154283094	154283089	154283094	+	4	0	AGO1-4,AGO2	0	0	1	0	0	0	0	6	HeLa,MCF7
MIMAT0018000	hsa-miR-23c	ENSG00000221978	CCNL2	protein_coding	chr1	1322009	1322015	1322009	1322015	-	1	0	AGO1-4	0	0	0	0	0	1	1	2	marrow-stromal-cells
MIMAT0018000	hsa-miR-23c	ENSG00000116237	ICMT	protein_coding	chr1	6283870	6283877	6283870	6283877	-	1	0	AGO1-4	0	0	0	0	0	0	1	1	MCF7
MIMAT0018000	hsa-miR-23c	ENSG00000007923	DNAJC11	protein_coding	chr1	6695592	6695598	6695592	6695598	-	1	0	AGO2	0	0	0	0	0	0	1	2	HeLa
MIMAT0018000	hsa-miR-23c	ENSG00000178585	CTNNBIP1	protein_coding	chr1	9910391	9910397	9910390	9910418	-	2	0	AGO1-4,AGO2	0	0	0	1	0	1	1	4	BT474,HeLa
MIMAT0018000	hsa-miR-23c	ENSG00000198793	MTOR	protein_coding	chr1	11319408	11319430	11319408	11319430	-	5	0	AGO1,AGO1-4,AGO2	0	1	0	0	0	0	0	2	Flp-In-T-REx-293,HeLa,MCF7
MIMAT0018000	hsa-miR-23c	ENSG00000162545	CAMK2N1	protein_coding	chr1	20809649	20809655	20809649	20809655	-	10	0	AGO1-4,AGO2	0	0	0	0	0	0	1	2	Huh7.5,MCF7
MIMAT0018000	hsa-miR-23c	ENSG00000179163	FUCA1	protein_coding	chr1	24171636	24171642	24171635	24171663	-	15	0	AGO1-4,AGO2	0	0	0	1	0	0	1	2	BT474,HeLa
MIMAT0018000	hsa-miR-23c	ENSG00000090020	SLC9A1	protein_coding	chr1	27425312	27425318	27425311	27425339	-	14	0	AGO1,AGO1-4,AGO2	0	0	1	1	0	0	0	4	BT474,HEK293
MIMAT0018000	hsa-miR-23c	ENSG00000158195	WASF2	protein_coding	chr1	27731641	27731647	27731640	27731647	-	9	0	AGO1-4,AGO2	0	0	0	0	0	1	1	1	HS27a,HeLa
MIMAT0018000	hsa-miR-23c	ENSG00000184007	PTP4A2	protein_coding	chr1	32372701	32372729	32372701	32372729	-	16	0	AGO1,AGO1-4,AGO2,AGO3	0	0	0	1	0	0	0	3	BT474,Flp-In-T-REx-293,HEK293,HeLa
MIMAT0018000	hsa-miR-23c	ENSG00000184007	PTP4A2	protein_coding	chr1	32374384	32374390	32374383	32374411	-	23	0	AGO1,AGO1-4,AGO2,AGO3	0	0	0	1	0	1	1	3	HEK293,HeLa,MCF7
MIMAT0018000	hsa-miR-23c	ENSG00000175130	MARCKSL1	protein_coding	chr1	32799596	32799602	32799595	32799623	-	21	0	AGO1-4,AGO2	0	0	0	1	0	1	1	6	LCL-BACD3,MCF7
MIMAT0018000	hsa-miR-23c	ENSG00000175130	MARCKSL1	protein_coding	chr1	32799951	32799979	32799951	32799979	-	21	0	AGO1,AGO1-4,AGO2	0	0	0	1	0	0	0	6	BT474,Flp-In-T-REx-293,HeLa
