#please cite:
#Zhou KR, Liu S, Li B, Liu SR, Zheng WJ, Cai L, et al. An encyclopedia of RNA interactomes in ENCORI.
#2.Li JH, et al.starBase v2.0: decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data , Nucleic Acids Res. 2014 Jan;42:D92-7.
miRNAid	miRNAname	geneID	geneName	geneType	chromosome	narrowStart	narrowEnd	broadStart	broadEnd	strand	clipExpNum	degraExpNum	RBP	PITA	RNA22	miRmap	microT	miRanda	PicTar	TargetScan	pancancerNum
MIMAT0019897	hsa-miR-499b-5p	ENSG00000132906	CASP9	protein_coding	chr1	15818868	15818873	15818867	15818895	-	1	0	AGO2	0	0	1	1	0	0	0	0	HeLa
MIMAT0019897	hsa-miR-499b-5p	ENSG00000169641	LUZP1	protein_coding	chr1	23412978	23412984	23412978	23412984	-	2	0	AGO2	0	0	1	0	0	0	0	1	HEK293
MIMAT0019897	hsa-miR-499b-5p	ENSG00000169641	LUZP1	protein_coding	chr1	23413105	23413111	23413105	23413111	-	2	0	AGO2	0	0	1	0	0	0	0	1	HeLa
MIMAT0019897	hsa-miR-499b-5p	ENSG00000169641	LUZP1	protein_coding	chr1	23414034	23414039	23414034	23414039	-	1	1	AGO1-4	0	0	1	0	0	0	0	1	MCF7
MIMAT0019897	hsa-miR-499b-5p	ENSG00000134668	SPOCD1	protein_coding	chr1	32256827	32256845	32256827	32256845	-	2	0	AGO1-4	0	1	0	0	0	0	0	1	HS5
MIMAT0019897	hsa-miR-499b-5p	ENSG00000127124	HIVEP3	protein_coding	chr1	41972229	41972234	41972228	41972256	-	2	0	AGO1-4	0	0	1	1	0	0	0	2	MCF7
MIMAT0019897	hsa-miR-499b-5p	ENSG00000117461	PIK3R3	protein_coding	chr1	46505856	46505884	46505856	46505884	-	5	0	AGO1-4,AGO2	0	0	0	1	0	0	0	1	HeLa,MCF7
MIMAT0019897	hsa-miR-499b-5p	ENSG00000117461	PIK3R3	protein_coding	chr1	46507972	46508000	46507972	46508000	-	6	0	AGO1-4,AGO2	0	0	0	1	0	0	0	1	BT474,HeLa
MIMAT0019897	hsa-miR-499b-5p	ENSG00000117461	PIK3R3	protein_coding	chr1	46509096	46509124	46509096	46509124	-	5	0	AGO1-4,AGO2	0	0	0	1	0	0	0	1	BT474,HeLa
MIMAT0019897	hsa-miR-499b-5p	ENSG00000142961	MOB3C	protein_coding	chr1	47075176	47075195	47075176	47075195	-	1	0	AGO1-4	0	1	0	0	0	0	0	0	MCF7
MIMAT0019897	hsa-miR-499b-5p	ENSG00000162396	PARS2	protein_coding	chr1	55222695	55222700	55222694	55222722	-	4	0	AGO1-4,AGO2	0	0	1	1	0	0	0	0	HeLa,MCF7
MIMAT0019897	hsa-miR-499b-5p	ENSG00000162396	PARS2	protein_coding	chr1	55222719	55222724	55222718	55222746	-	4	0	AGO1-4,AGO2	0	0	1	1	0	0	0	0	HeLa,MCF7
MIMAT0019897	hsa-miR-499b-5p	ENSG00000162396	PARS2	protein_coding	chr1	55222789	55222795	55222788	55222816	-	1	0	AGO1-4	0	0	1	1	0	0	0	0	MCF7
MIMAT0019897	hsa-miR-499b-5p	ENSG00000162601	MYSM1	protein_coding	chr1	59156050	59156071	59156050	59156071	-	1	0	AGO2	0	1	0	0	0	0	0	1	Huh7.5
MIMAT0019897	hsa-miR-499b-5p	ENSG00000162434	JAK1	protein_coding	chr1	65299122	65299127	65299122	65299127	-	5	0	AGO1-4,AGO2	0	0	1	0	0	0	0	0	HeLa,MCF7
MIMAT0019897	hsa-miR-499b-5p	ENSG00000162434	JAK1	protein_coding	chr1	65299368	65299373	65299368	65299373	-	9	0	AGO1-4,AGO2	0	0	1	0	0	0	0	0	HEK293S,MCF7
MIMAT0019897	hsa-miR-499b-5p	ENSG00000050628	PTGER3	protein_coding	chr1	71477671	71477699	71477671	71477699	-	1	0	AGO2	0	0	0	1	0	0	0	4	EWS
MIMAT0019897	hsa-miR-499b-5p	ENSG00000036549	AC118549.1	protein_coding	chr1	78030363	78030391	78030363	78030391	-	3	0	AGO1,AGO2	0	0	0	1	0	0	0	0	HEK293,HeLa
MIMAT0019897	hsa-miR-499b-5p	ENSG00000036549	AC118549.1	protein_coding	chr1	78030425	78030453	78030425	78030453	-	4	0	AGO1-4,AGO2	0	0	0	1	0	0	0	0	HeLa,MCF7
MIMAT0019897	hsa-miR-499b-5p	ENSG00000162613	FUBP1	protein_coding	chr1	78428579	78428600	78428579	78428600	-	4	0	AGO1-4,AGO2	0	1	0	0	0	0	0	0	EWS,MCF7
MIMAT0019897	hsa-miR-499b-5p	ENSG00000117151	CTBS	protein_coding	chr1	85019585	85019591	85019584	85019612	-	1	0	AGO2	0	0	1	1	0	0	0	4	Huh7.5
MIMAT0019897	hsa-miR-499b-5p	ENSG00000153898	MCOLN2	protein_coding	chr1	85392106	85392134	85392106	85392134	-	15	0	AGO1,AGO2	0	0	0	1	0	0	0	2	Flp-In-T-REx-293,LCL35
MIMAT0019897	hsa-miR-499b-5p	ENSG00000069702	TGFBR3	protein_coding	chr1	92193265	92193293	92193265	92193293	-	2	0	AGO1-4,AGO2	0	0	0	1	0	0	0	1	Huh7.5,Liver
MIMAT0019897	hsa-miR-499b-5p	ENSG00000069702	TGFBR3	protein_coding	chr1	92224255	92224283	92224255	92224283	-	1	0	AGO2	0	0	0	1	0	0	0	1	HeLa
MIMAT0019897	hsa-miR-499b-5p	ENSG00000117500	TMED5	protein_coding	chr1	93619890	93619912	93619890	93619912	-	2	0	AGO1-4,AGO3	0	1	0	0	0	0	0	0	HEK293,MCF7
MIMAT0019897	hsa-miR-499b-5p	ENSG00000117500	TMED5	protein_coding	chr1	93620257	93620262	93620257	93620262	-	7	0	AGO1-4,AGO2	0	0	1	0	0	0	0	0	HEK293S,MCF7
MIMAT0019897	hsa-miR-499b-5p	ENSG00000085433	WDR47	protein_coding	chr1	109513811	109513839	109513811	109513839	-	6	0	AGO1-4,AGO2	0	0	0	1	0	0	0	4	HeLa,MCF7
MIMAT0019897	hsa-miR-499b-5p	ENSG00000116455	WDR77	protein_coding	chr1	111982991	111982997	111982990	111983018	-	1	0	AGO1-4	0	0	1	1	0	0	0	1	MCF7
MIMAT0019897	hsa-miR-499b-5p	ENSG00000081019	RSBN1	protein_coding	chr1	114304466	114304472	114304465	114304493	-	2	0	AGO1-4,AGO2	0	0	1	1	0	0	0	1	BC-3,HeLa
MIMAT0019897	hsa-miR-499b-5p	ENSG00000143457	GOLPH3L	protein_coding	chr1	150619002	150619007	150619002	150619007	-	2	0	AGO1-4	0	0	1	0	0	0	0	4	MCF7
MIMAT0019897	hsa-miR-499b-5p	ENSG00000143457	GOLPH3L	protein_coding	chr1	150619552	150619558	150619552	150619558	-	4	0	AGO1-4,AGO2	0	0	1	0	0	0	0	4	HEK293,MCF7
MIMAT0019897	hsa-miR-499b-5p	ENSG00000215853	RPTN	protein_coding	chr1	152129090	152129110	152129090	152129110	-	1	0	AGO1-4	0	1	0	0	0	0	0	0	MCF7
MIMAT0019897	hsa-miR-499b-5p	ENSG00000132688	NES	protein_coding	chr1	156641485	156641504	156641485	156641504	-	3	0	AGO1-4,AGO2	0	1	0	0	0	0	0	0	Huh7.5,Liver
MIMAT0019897	hsa-miR-499b-5p	ENSG00000143319	ISG20L2	protein_coding	chr1	156692000	156692005	156692000	156692005	-	1	0	AGO2	0	0	1	0	0	0	0	1	Huh7.5
MIMAT0019897	hsa-miR-499b-5p	ENSG00000143319	ISG20L2	protein_coding	chr1	156692018	156692023	156692018	156692023	-	1	0	AGO2	0	0	1	0	0	0	0	1	Huh7.5
MIMAT0019897	hsa-miR-499b-5p	ENSG00000162735	PEX19	protein_coding	chr1	160248145	160248150	160248145	160248150	-	2	0	AGO1-4,AGO2	0	0	1	0	0	0	0	3	HeLa,MCF7
MIMAT0019897	hsa-miR-499b-5p	ENSG00000117533	VAMP4	protein_coding	chr1	171670743	171670748	171670743	171670748	-	1	0	AGO2	0	0	1	0	0	0	0	3	HeLa
MIMAT0019897	hsa-miR-499b-5p	ENSG00000117533	VAMP4	protein_coding	chr1	171672889	171672894	171672889	171672894	-	3	0	AGO1-4	0	0	1	0	0	0	0	3	MCF7
MIMAT0019897	hsa-miR-499b-5p	ENSG00000135828	RNASEL	protein_coding	chr1	182543065	182543071	182543065	182543071	-	5	0	AGO1-4,AGO2	0	0	1	0	0	0	0	3	LCL-BACD3,Liver
MIMAT0019897	hsa-miR-499b-5p	ENSG00000135828	RNASEL	protein_coding	chr1	182543347	182543353	182543347	182543353	-	2	0	AGO2	0	0	1	0	0	0	0	3	HEK293S
MIMAT0019897	hsa-miR-499b-5p	ENSG00000116406	EDEM3	protein_coding	chr1	184659723	184659751	184659723	184659751	-	17	0	AGO1-4,AGO2	0	0	0	1	0	0	0	1	HeLa,MCF7
MIMAT0019897	hsa-miR-499b-5p	ENSG00000116406	EDEM3	protein_coding	chr1	184661896	184661924	184661896	184661924	-	6	0	AGO1-4,AGO2	0	0	0	1	0	0	0	1	HeLa,MCF7
MIMAT0019897	hsa-miR-499b-5p	ENSG00000135842	FAM129A	protein_coding	chr1	184760539	184760545	184760538	184760566	-	3	0	AGO1,AGO2	0	0	1	1	0	0	0	1	HEK293
MIMAT0019897	hsa-miR-499b-5p	ENSG00000073756	PTGS2	protein_coding	chr1	186641002	186641008	186641002	186641008	-	3	0	AGO1-4	0	0	1	0	0	0	0	0	HS5
