#please cite:
#Zhou KR, Liu S, Li B, Liu SR, Zheng WJ, Cai L, et al. An encyclopedia of RNA interactomes in ENCORI.
#2.Li JH, et al.starBase v2.0: decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data , Nucleic Acids Res. 2014 Jan;42:D92-7.
miRNAid	miRNAname	geneID	geneName	geneType	chromosome	narrowStart	narrowEnd	broadStart	broadEnd	strand	clipExpNum	degraExpNum	RBP	PITA	RNA22	miRmap	microT	miRanda	PicTar	TargetScan	pancancerNum
MIMAT0000073	hsa-miR-19a-3p	ENSG00000237330	RNF223	protein_coding	chr1	1006709	1006729	1006709	1006729	-	1	0	AGO1-4	0	1	0	0	0	0	0	4	MCF7
MIMAT0000073	hsa-miR-19a-3p	ENSG00000189339	SLC35E2B	protein_coding	chr1	1594057	1594063	1594057	1594063	-	2	0	AGO2	0	0	0	0	0	0	1	3	HEK293
MIMAT0000073	hsa-miR-19a-3p	ENSG00000008130	NADK	protein_coding	chr1	1683179	1683185	1683178	1683200	-	8	0	AGO1-4,AGO2	1	0	0	0	1	0	0	1	HeLa,Liver
MIMAT0000073	hsa-miR-19a-3p	ENSG00000078369	GNB1	protein_coding	chr1	1717877	1717882	1717877	1717882	-	6	0	AGO1-4,AGO2	1	0	0	0	0	0	0	7	HS27a,HeLa
MIMAT0000073	hsa-miR-19a-3p	ENSG00000157911	PEX10	protein_coding	chr1	2337118	2337123	2337118	2337123	-	3	0	AGO1-4,AGO2	1	0	0	0	0	0	0	6	HEK293,MCF7
MIMAT0000073	hsa-miR-19a-3p	ENSG00000116198	CEP104	protein_coding	chr1	3731554	3731560	3731553	3731581	-	7	0	AGO1-4,AGO2	1	0	0	1	1	0	0	6	HeLa,MCF7
MIMAT0000073	hsa-miR-19a-3p	ENSG00000116198	CEP104	protein_coding	chr1	3756272	3756300	3756272	3756300	-	3	0	AGO1-4,AGO2	0	0	0	1	0	0	0	6	HeLa,MCF7
MIMAT0000073	hsa-miR-19a-3p	ENSG00000116254	CHD5	protein_coding	chr1	6165206	6165212	6165205	6165228	-	3	0	AGO1,AGO2	1	0	1	0	1	1	1	4	DG75-BCBL-1,HEK293
MIMAT0000073	hsa-miR-19a-3p	ENSG00000069812	HES2	protein_coding	chr1	6478222	6478227	6478222	6478227	-	1	0	AGO2	1	0	0	0	0	0	0	8	HeLa
MIMAT0000073	hsa-miR-19a-3p	ENSG00000162413	KLHL21	protein_coding	chr1	6652207	6652212	6652207	6652212	-	25	0	AGO1,AGO1-4,AGO2,AGO3	1	0	0	0	0	0	0	9	HEK293,HeLa,MCF7
MIMAT0000073	hsa-miR-19a-3p	ENSG00000162413	KLHL21	protein_coding	chr1	6655394	6655416	6655394	6655416	-	2	0	AGO2	0	0	0	0	1	0	0	9	HEK293
MIMAT0000073	hsa-miR-19a-3p	ENSG00000142599	RERE	protein_coding	chr1	8413835	8413840	8413835	8413840	-	2	0	AGO1-4,AGO2	1	0	0	0	0	0	0	9	EWS,MCF7
MIMAT0000073	hsa-miR-19a-3p	ENSG00000142599	RERE	protein_coding	chr1	8414262	8414268	8414261	8414280	-	15	0	AGO1,AGO1-4,AGO2	1	0	0	0	1	0	0	9	HEK293,HeLa,Liver
