#please cite:
#Zhou KR, Liu S, Li B, Liu SR, Zheng WJ, Cai L, et al. An encyclopedia of RNA interactomes in ENCORI.
#2.Li JH, et al.starBase v2.0: decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data , Nucleic Acids Res. 2014 Jan;42:D92-7.
miRNAid	miRNAname	geneID	geneName	geneType	chromosome	narrowStart	narrowEnd	broadStart	broadEnd	strand	clipExpNum	degraExpNum	RBP	PITA	RNA22	miRmap	microT	miRanda	PicTar	TargetScan	pancancerNum
MIMAT0002830	hsa-miR-520f-3p	ENSG00000067646	ZFY	protein_coding	chrY	2843247	2843275	2843247	2843275	+	1	1	AGO1-4	0	0	0	1	0	0	0	0	HS27a
MIMAT0002830	hsa-miR-520f-3p	ENSG00000131584	ACAP3	protein_coding	chr1	1227779	1227785	1227779	1227785	-	1	0	AGO2	0	0	1	0	0	0	0	4	HeLa
MIMAT0002830	hsa-miR-520f-3p	ENSG00000008130	NADK	protein_coding	chr1	1683757	1683762	1683757	1683762	-	2	0	AGO1-4,AGO2	1	0	0	0	0	0	0	2	Huh7.5,MCF7
MIMAT0002830	hsa-miR-520f-3p	ENSG00000162408	NOL9	protein_coding	chr1	6585321	6585326	6585321	6585326	-	2	0	AGO1-4,AGO2	1	0	0	0	0	0	0	0	HCT116,HS27a
MIMAT0002830	hsa-miR-520f-3p	ENSG00000162413	KLHL21	protein_coding	chr1	6652226	6652231	6652226	6652231	-	10	0	AGO1-4,AGO2	1	0	0	0	0	0	0	5	HeLa,MCF7
MIMAT0002830	hsa-miR-520f-3p	ENSG00000171603	CLSTN1	protein_coding	chr1	9789370	9789375	9789370	9789375	-	7	0	AGO1-4,AGO2	1	0	0	0	0	0	0	4	HUVEC,hESCs
MIMAT0002830	hsa-miR-520f-3p	ENSG00000160049	DFFA	protein_coding	chr1	10521227	10521232	10521227	10521232	-	1	0	AGO1-4	1	0	0	0	0	0	0	1	MCF7
MIMAT0002830	hsa-miR-520f-3p	ENSG00000160049	DFFA	protein_coding	chr1	10521731	10521737	10521731	10521737	-	2	0	AGO1-4,AGO2	1	0	0	0	0	0	0	1	Huh7.5,MCF7
MIMAT0002830	hsa-miR-520f-3p	ENSG00000130940	CASZ1	protein_coding	chr1	10698027	10698032	10698027	10698032	-	3	0	AGO1-4,AGO2	1	0	0	0	0	0	0	11	Huh7.5,MCF7
MIMAT0002830	hsa-miR-520f-3p	ENSG00000177000	MTHFR	protein_coding	chr1	11846052	11846057	11846052	11846057	-	1	0	AGO1-4	1	0	0	0	0	0	0	6	MCF7
MIMAT0002830	hsa-miR-520f-3p	ENSG00000177000	MTHFR	protein_coding	chr1	11848204	11848209	11848204	11848209	-	1	0	AGO1-4	1	0	0	0	0	0	0	6	MCF7
MIMAT0002830	hsa-miR-520f-3p	ENSG00000177000	MTHFR	protein_coding	chr1	11850490	11850497	11850490	11850497	-	1	0	AGO1-4	1	0	0	0	0	0	0	6	MCF7
MIMAT0002830	hsa-miR-520f-3p	ENSG00000116685	KIAA2013	protein_coding	chr1	11980320	11980325	11980320	11980325	-	7	0	AGO1-4,AGO2	1	0	0	0	0	0	0	3	HEK293S,MCF7
MIMAT0002830	hsa-miR-520f-3p	ENSG00000142627	EPHA2	protein_coding	chr1	16451482	16451487	16451482	16451487	-	6	0	AGO1-4,AGO2	1	0	0	0	0	0	0	3	HS27a,HeLa
MIMAT0002830	hsa-miR-520f-3p	ENSG00000127463	EMC1	protein_coding	chr1	19544770	19544775	19544770	19544775	-	1	0	AGO2	1	0	0	0	0	0	0	0	HeLa
MIMAT0002830	hsa-miR-520f-3p	ENSG00000162545	CAMK2N1	protein_coding	chr1	20810059	20810065	20810058	20810086	-	6	0	AGO1-4,AGO2	1	0	1	1	0	1	1	7	Huh7.5,MCF7
MIMAT0002830	hsa-miR-520f-3p	ENSG00000244038	DDOST	protein_coding	chr1	20978580	20978585	20978580	20978585	-	1	0	AGO1-4	1	0	0	0	0	0	0	2	HS27a
MIMAT0002830	hsa-miR-520f-3p	ENSG00000127483	HP1BP3	protein_coding	chr1	21069664	21069669	21069663	21069691	-	12	1	AGO1,AGO1-4,AGO2	1	0	0	1	0	0	0	2	HEK293,HeLa,MCF7
MIMAT0002830	hsa-miR-520f-3p	ENSG00000127483	HP1BP3	protein_coding	chr1	21097456	21097484	21097456	21097484	-	7	0	AGO1,AGO1-4,AGO2	0	0	0	1	0	0	0	2	Flp-In-T-REx-293,HEK293,HS5
MIMAT0002830	hsa-miR-520f-3p	ENSG00000075151	EIF4G3	protein_coding	chr1	21133602	21133607	21133601	21133609	-	6	0	AGO2	1	0	0	0	0	0	1	2	HeLa
MIMAT0002830	hsa-miR-520f-3p	ENSG00000090686	USP48	protein_coding	chr1	22054817	22054822	22054817	22054822	-	1	0	AGO1-4	1	0	0	0	0	0	0	1	MCF7
MIMAT0002830	hsa-miR-520f-3p	ENSG00000142798	HSPG2	protein_coding	chr1	22149084	22149089	22149084	22149089	-	2	0	AGO1-4	1	0	0	0	0	0	0	4	HUVEC
MIMAT0002830	hsa-miR-520f-3p	ENSG00000125945	ZNF436	protein_coding	chr1	23687236	23687242	23687236	23687242	-	1	0	AGO1-4	1	0	1	0	0	1	1	3	MCF7
MIMAT0002830	hsa-miR-520f-3p	ENSG00000007968	E2F2	protein_coding	chr1	23834849	23834854	23834848	23834876	-	7	0	AGO1-4,AGO2	1	0	0	1	0	1	0	2	HeLa,Jijoye
MIMAT0002830	hsa-miR-520f-3p	ENSG00000007968	E2F2	protein_coding	chr1	23835622	23835627	23835621	23835649	-	2	0	AGO1-4,AGO2	1	0	0	1	0	0	0	2	HCT116,MCF7
MIMAT0002830	hsa-miR-520f-3p	ENSG00000185436	IFNLR1	protein_coding	chr1	24480930	24480935	24480930	24480935	-	2	0	AGO2	1	0	1	0	0	0	0	4	HEK293
MIMAT0002830	hsa-miR-520f-3p	ENSG00000020633	RUNX3	protein_coding	chr1	25227118	25227125	25227118	25227125	-	2	0	AGO2	1	0	0	0	0	0	0	4	HEK293S
MIMAT0002830	hsa-miR-520f-3p	ENSG00000127423	AUNIP	protein_coding	chr1	26160645	26160650	26160645	26160650	-	3	0	AGO2	1	0	0	0	0	0	0	0	HeLa
MIMAT0002830	hsa-miR-520f-3p	ENSG00000158006	PAFAH2	protein_coding	chr1	26287985	26287990	26287985	26287990	-	4	0	AGO1-4,AGO2	1	0	0	0	0	0	0	4	HeLa,MCF7
MIMAT0002830	hsa-miR-520f-3p	ENSG00000142751	GPN2	protein_coding	chr1	27205925	27205930	27205925	27205930	-	1	0	AGO2	1	0	0	0	0	0	0	2	HEK293
MIMAT0002830	hsa-miR-520f-3p	ENSG00000160055	TMEM234	protein_coding	chr1	32682368	32682373	32682368	32682373	-	1	0	AGO2	1	0	0	0	0	0	0	2	HeLa
MIMAT0002830	hsa-miR-520f-3p	ENSG00000160058	BSDC1	protein_coding	chr1	32833379	32833384	32833379	32833384	-	1	0	AGO1-4	1	0	0	0	0	0	0	2	MCF7
MIMAT0002830	hsa-miR-520f-3p	ENSG00000004455	AK2	protein_coding	chr1	33475294	33475299	33475294	33475299	-	2	0	AGO1-4,AGO2	1	0	0	0	0	0	0	3	LCL-BACD1,MCF7
MIMAT0002830	hsa-miR-520f-3p	ENSG00000004455	AK2	protein_coding	chr1	33478656	33478662	33478656	33478662	-	4	0	AGO1-4,AGO2	1	0	1	0	0	1	1	3	HeLa,MCF7
