#please cite:
#Zhou KR, Liu S, Li B, Liu SR, Zheng WJ, Cai L, et al. An encyclopedia of RNA interactomes in ENCORI.
#2.Li JH, et al.starBase v2.0: decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data , Nucleic Acids Res. 2014 Jan;42:D92-7.
miRNAid	miRNAname	geneID	geneName	geneType	chromosome	narrowStart	narrowEnd	broadStart	broadEnd	strand	clipExpNum	degraExpNum	RBP	PITA	RNA22	miRmap	microT	miRanda	PicTar	TargetScan	pancancerNum
MIMAT0002828	hsa-miR-519e-5p	ENSG00000067048	DDX3Y	protein_coding	chrY	15031625	15031631	15031625	15031631	+	7	0	AGO1-4,AGO2	1	0	0	0	0	0	0	1	EWS,Jijoye
MIMAT0002828	hsa-miR-519e-5p	ENSG00000178821	TMEM52	protein_coding	chr1	1849055	1849061	1849054	1849082	-	2	0	AGO1-4,AGO2	0	0	1	1	0	0	0	3	HeLa,MCF7
MIMAT0002828	hsa-miR-519e-5p	ENSG00000198912	C1orf174	protein_coding	chr1	3806255	3806274	3806255	3806274	-	2	0	AGO1-4	0	1	0	0	0	0	0	1	MCF7
MIMAT0002828	hsa-miR-519e-5p	ENSG00000142599	RERE	protein_coding	chr1	8413698	8413726	8413698	8413726	-	2	0	AGO1-4,AGO2	0	0	0	1	0	0	0	3	Huh7.5,MCF7
MIMAT0002828	hsa-miR-519e-5p	ENSG00000142599	RERE	protein_coding	chr1	8414643	8414649	8414642	8414670	-	2	0	AGO2	0	0	1	1	0	0	0	3	HeLa
MIMAT0002828	hsa-miR-519e-5p	ENSG00000142599	RERE	protein_coding	chr1	8418468	8418496	8418468	8418496	-	1	0	AGO1-4	0	0	0	1	0	0	0	3	HUVEC
MIMAT0002828	hsa-miR-519e-5p	ENSG00000178585	CTNNBIP1	protein_coding	chr1	9910037	9910042	9910036	9910064	-	1	0	AGO1-4	0	0	1	1	0	0	0	6	MCF7
MIMAT0002828	hsa-miR-519e-5p	ENSG00000162441	LZIC	protein_coding	chr1	9992864	9992892	9992864	9992892	-	1	0	AGO1-4	0	0	0	1	0	0	0	0	HS27a
MIMAT0002828	hsa-miR-519e-5p	ENSG00000127481	UBR4	protein_coding	chr1	19440233	19440238	19440233	19440238	-	3	0	AGO1-4,AGO2	0	0	1	0	0	0	0	3	HS27a,HeLa
MIMAT0002828	hsa-miR-519e-5p	ENSG00000127483	HP1BP3	protein_coding	chr1	21069779	21069785	21069779	21069785	-	3	0	AGO2	0	0	1	0	0	0	0	2	HeLa
