#please cite:
#Zhou KR, Liu S, Li B, Liu SR, Zheng WJ, Cai L, et al. An encyclopedia of RNA interactomes in ENCORI.
#2.Li JH, et al.starBase v2.0: decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data , Nucleic Acids Res. 2014 Jan;42:D92-7.
miRNAid	miRNAname	geneID	geneName	geneType	chromosome	narrowStart	narrowEnd	broadStart	broadEnd	strand	clipExpNum	degraExpNum	RBP	PITA	RNA22	miRmap	microT	miRanda	PicTar	TargetScan	pancancerNum
MIMAT0000770	hsa-miR-133b	ENSG00000067048	DDX3Y	protein_coding	chrY	15032113	15032118	15032113	15032118	+	7	0	AGO1-4,AGO2	1	0	1	0	0	0	0	5	Jijoye
MIMAT0000770	hsa-miR-133b	ENSG00000188976	NOC2L	protein_coding	chr1	879918	879923	879918	879923	-	2	0	AGO1,AGO1-4	1	0	0	0	0	0	0	8	Flp-In-T-REx-293,MCF7
MIMAT0000770	hsa-miR-133b	ENSG00000008130	NADK	protein_coding	chr1	1684278	1684283	1684278	1684283	-	1	0	AGO1-4	1	0	0	0	0	0	0	6	MCF7
MIMAT0000770	hsa-miR-133b	ENSG00000116237	ICMT	protein_coding	chr1	6284999	6285004	6284999	6285004	-	6	0	AGO1-4,AGO2	1	0	0	0	0	0	0	2	LCL-BACD3,MCF7
MIMAT0000770	hsa-miR-133b	ENSG00000074800	ENO1	protein_coding	chr1	8921330	8921335	8921330	8921335	-	20	0	AGO1,AGO1-4	1	0	0	0	0	0	0	9	BT474,Flp-In-T-REx-293
MIMAT0000770	hsa-miR-133b	ENSG00000159363	ATP13A2	protein_coding	chr1	17328798	17328820	17328798	17328820	-	1	0	AGO1-4	0	1	0	0	0	0	0	6	HS27a
MIMAT0000770	hsa-miR-133b	ENSG00000162552	WNT4	protein_coding	chr1	22446321	22446326	22446320	22446326	-	1	0	AGO1-4	1	0	0	0	0	1	1	1	MCF7
MIMAT0000770	hsa-miR-133b	ENSG00000169641	LUZP1	protein_coding	chr1	23411624	23411630	23411624	23411631	-	4	0	AGO1-4,AGO2	1	0	0	0	0	0	1	1	HeLa,MCF7
MIMAT0000770	hsa-miR-133b	ENSG00000125945	ZNF436	protein_coding	chr1	23687785	23687791	23687784	23687803	-	3	0	AGO1-4,AGO2	1	0	0	0	1	1	1	1	BT474,HeLa
MIMAT0000770	hsa-miR-133b	ENSG00000179163	FUCA1	protein_coding	chr1	24175274	24175302	24175274	24175302	-	1	0	AGO1-4	0	0	0	1	0	0	0	6	MCF7
MIMAT0000770	hsa-miR-133b	ENSG00000188529	SRSF10	protein_coding	chr1	24294111	24294117	24294111	24294139	-	1	6	AGO2	0	0	0	1	0	0	1	7	Huh7.5
MIMAT0000770	hsa-miR-133b	ENSG00000188529	SRSF10	protein_coding	chr1	24294208	24294214	24294208	24294214	-	1	0	AGO2	0	0	0	0	0	0	1	7	BC-3
MIMAT0000770	hsa-miR-133b	ENSG00000117616	RSRP1	protein_coding	chr1	25568878	25568884	25568877	25568905	-	6	0	AGO2	1	0	1	1	1	0	0	9	DG75-BCBL-1
MIMAT0000770	hsa-miR-133b	ENSG00000090020	SLC9A1	protein_coding	chr1	27426460	27426465	27426460	27426465	-	1	0	AGO2	1	0	0	0	0	0	0	2	HEK293
MIMAT0000770	hsa-miR-133b	ENSG00000158195	WASF2	protein_coding	chr1	27733692	27733698	27733691	27733719	-	3	0	AGO1-4,AGO2	1	0	0	1	1	1	1	1	Huh7.5,MCF7
MIMAT0000770	hsa-miR-133b	ENSG00000158195	WASF2	protein_coding	chr1	27733920	27733925	27733919	27733947	-	4	0	AGO1-4,AGO2	1	0	0	1	0	1	1	1	EWS,HUVEC
MIMAT0000770	hsa-miR-133b	ENSG00000126698	DNAJC8	protein_coding	chr1	28527207	28527212	28527207	28527212	-	4	0	AGO1-4	1	0	0	0	0	0	0	6	MCF7
MIMAT0000770	hsa-miR-133b	ENSG00000253304	TMEM200B	protein_coding	chr1	29446502	29446507	29446501	29446529	-	1	0	AGO2	1	0	1	1	1	0	1	3	HEK293
MIMAT0000770	hsa-miR-133b	ENSG00000162517	PEF1	protein_coding	chr1	32095777	32095782	32095777	32095782	-	1	0	AGO1-4	1	0	0	0	0	0	0	4	MCF7
MIMAT0000770	hsa-miR-133b	ENSG00000160058	BSDC1	protein_coding	chr1	32831619	32831624	32831619	32831624	-	4	0	AGO2	1	0	0	0	0	0	0	4	HeLa
MIMAT0000770	hsa-miR-133b	ENSG00000134684	YARS	protein_coding	chr1	33241380	33241385	33241380	33241385	-	3	0	AGO1-4	1	0	0	0	0	0	0	6	MCF7
MIMAT0000770	hsa-miR-133b	ENSG00000004455	AK2	protein_coding	chr1	33476047	33476052	33476046	33476074	-	1	2	AGO1	1	0	1	1	0	0	0	11	Flp-In-T-REx-293
MIMAT0000770	hsa-miR-133b	ENSG00000116560	SFPQ	protein_coding	chr1	35649269	35649274	35649268	35649289	-	5	0	AGO1-4,AGO2	1	0	0	0	1	0	0	6	HeLa,MCF7
MIMAT0000770	hsa-miR-133b	ENSG00000116922	C1orf109	protein_coding	chr1	38148280	38148285	38148280	38148285	-	2	0	AGO1-4,AGO2	1	0	1	0	0	0	0	7	HEK293,MCF7
MIMAT0000770	hsa-miR-133b	ENSG00000196449	YRDC	protein_coding	chr1	38269445	38269450	38269445	38269450	-	13	0	AGO1,AGO1-4,AGO2	1	0	0	0	0	0	0	10	Flp-In-T-REx-293,HeLa,MDA-MB-231
MIMAT0000770	hsa-miR-133b	ENSG00000183431	SF3A3	protein_coding	chr1	38423609	38423615	38423608	38423629	-	5	0	AGO1-4,AGO2	1	0	1	0	1	0	0	4	HeLa,MCF7
MIMAT0000770	hsa-miR-133b	ENSG00000214114	MYCBP	protein_coding	chr1	39328928	39328933	39328928	39328933	-	1	0	AGO1-4	1	0	0	0	0	0	0	5	MCF7
MIMAT0000770	hsa-miR-133b	ENSG00000043514	TRIT1	protein_coding	chr1	40306836	40306841	40306836	40306841	-	1	0	AGO1-4	1	0	0	0	0	0	0	9	MCF7
MIMAT0000770	hsa-miR-133b	ENSG00000131238	PPT1	protein_coding	chr1	40538967	40538972	40538967	40538972	-	1	0	AGO1-4	1	0	0	0	0	0	0	3	HS27a
MIMAT0000770	hsa-miR-133b	ENSG00000198815	FOXJ3	protein_coding	chr1	42644729	42644734	42644729	42644734	-	3	0	AGO1-4,AGO2	1	0	0	0	0	0	0	1	Huh7.5,MCF7
MIMAT0000770	hsa-miR-133b	ENSG00000066322	ELOVL1	protein_coding	chr1	43829492	43829497	43829492	43829497	-	1	0	AGO2	1	0	0	0	0	0	0	6	Huh7.5
MIMAT0000770	hsa-miR-133b	ENSG00000159479	MED8	protein_coding	chr1	43849620	43849626	43849619	43849640	-	3	0	AGO1-4,AGO2	1	0	1	0	1	0	1	7	HeLa,MCF7
MIMAT0000770	hsa-miR-133b	ENSG00000117461	PIK3R3	protein_coding	chr1	46507124	46507129	46507123	46507151	-	1	0	AGO1-4	1	0	0	1	0	0	0	2	MCF7
MIMAT0000770	hsa-miR-133b	ENSG00000117461	PIK3R3	protein_coding	chr1	46508665	46508670	46508664	46508692	-	3	0	AGO1-4,AGO2	1	0	0	1	0	0	0	2	Huh7.5,MCF7
MIMAT0000770	hsa-miR-133b	ENSG00000085832	EPS15	protein_coding	chr1	51820405	51820411	51820404	51820425	-	3	0	AGO1,AGO2	1	0	1	0	1	0	1	1	HEK293,HeLa
MIMAT0000770	hsa-miR-133b	ENSG00000177606	JUN	protein_coding	chr1	59247448	59247453	59247448	59247453	-	11	0	AGO1-4,AGO2	1	0	0	0	0	0	0	1	HeLa,MCF7
MIMAT0000770	hsa-miR-133b	ENSG00000162434	JAK1	protein_coding	chr1	65299129	65299134	65299128	65299156	-	5	0	AGO1-4,AGO2	1	0	1	1	0	0	0	2	HeLa,MCF7
MIMAT0000770	hsa-miR-133b	ENSG00000162434	JAK1	protein_coding	chr1	65299889	65299894	65299888	65299916	-	3	0	AGO1-4,AGO2	1	0	1	1	0	0	0	2	HeLa,MCF7
MIMAT0000770	hsa-miR-133b	ENSG00000142864	SERBP1	protein_coding	chr1	67873666	67873687	67873666	67873694	-	4	0	AGO1-4,AGO2	0	0	0	1	1	0	0	5	HeLa,Jijoye
MIMAT0000770	hsa-miR-133b	ENSG00000066557	LRRC40	protein_coding	chr1	70611053	70611058	70611053	70611058	-	1	0	AGO2	1	0	0	0	0	0	0	6	HeLa
MIMAT0000770	hsa-miR-133b	ENSG00000172260	NEGR1	protein_coding	chr1	71871880	71871885	71871880	71871885	-	1	0	AGO2	1	0	0	0	0	0	0	0	HeLa
