#please cite:
#Zhou KR, Liu S, Li B, Liu SR, Zheng WJ, Cai L, et al. An encyclopedia of RNA interactomes in ENCORI.
#2.Li JH, et al.starBase v2.0: decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data , Nucleic Acids Res. 2014 Jan;42:D92-7.
miRNAid	miRNAname	geneID	geneName	geneType	chromosome	narrowStart	narrowEnd	broadStart	broadEnd	strand	clipExpNum	degraExpNum	RBP	PITA	RNA22	miRmap	microT	miRanda	PicTar	TargetScan	pancancerNum
MIMAT0000280	hsa-miR-223-3p	ENSG00000067048	DDX3Y	protein_coding	chrY	15031970	15031976	15031949	15031977	+	11	0	AGO1,AGO1-4,AGO2	1	0	1	1	1	0	0	7	EWS,Flp-In-T-REx-293,HS5
MIMAT0000280	hsa-miR-223-3p	ENSG00000198912	C1orf174	protein_coding	chr1	3806401	3806407	3806400	3806420	-	3	0	AGO1-4,AGO2	1	0	0	0	1	0	0	1	Huh7.5,MCF7
MIMAT0000280	hsa-miR-223-3p	ENSG00000116251	RPL22	protein_coding	chr1	6246491	6246497	6246491	6246497	-	3	0	AGO1-4	1	0	0	0	0	0	0	13	BT474
MIMAT0000280	hsa-miR-223-3p	ENSG00000162413	KLHL21	protein_coding	chr1	6651107	6651112	6651107	6651112	-	2	0	AGO2	1	0	0	0	0	0	0	4	EWS
MIMAT0000280	hsa-miR-223-3p	ENSG00000142599	RERE	protein_coding	chr1	8414780	8414785	8414780	8414785	-	6	0	AGO1-4,AGO2	1	0	0	0	0	0	0	15	BT474,Huh7.5
MIMAT0000280	hsa-miR-223-3p	ENSG00000171603	CLSTN1	protein_coding	chr1	9790079	9790085	9790078	9790106	-	6	0	AGO1,AGO1-4,AGO2	1	0	1	1	1	0	1	6	BT474,HEK293
MIMAT0000280	hsa-miR-223-3p	ENSG00000177000	MTHFR	protein_coding	chr1	11846206	11846211	11846206	11846211	-	1	0	AGO1-4	1	0	0	0	0	0	0	1	MCF7
MIMAT0000280	hsa-miR-223-3p	ENSG00000177000	MTHFR	protein_coding	chr1	11846973	11846978	11846973	11846978	-	1	0	AGO2	1	0	0	0	0	0	0	1	DG75-BCBL-1
MIMAT0000280	hsa-miR-223-3p	ENSG00000162496	DHRS3	protein_coding	chr1	12628180	12628186	12628179	12628201	-	5	0	AGO1-4,AGO2	1	0	0	0	1	0	0	9	HeLa,Liver
MIMAT0000280	hsa-miR-223-3p	ENSG00000053371	AKR7A2	protein_coding	chr1	19630657	19630662	19630657	19630662	-	3	0	AGO1-4	1	0	0	0	0	0	0	15	MCF7
MIMAT0000280	hsa-miR-223-3p	ENSG00000189410	SH2D5	protein_coding	chr1	21047141	21047146	21047141	21047146	-	1	0	AGO2	1	0	0	0	0	0	0	0	HeLa
MIMAT0000280	hsa-miR-223-3p	ENSG00000127483	HP1BP3	protein_coding	chr1	21070861	21070866	21070861	21070866	-	9	0	AGO1-4,AGO2	1	0	0	0	0	0	0	11	BT474,HeLa
MIMAT0000280	hsa-miR-223-3p	ENSG00000162552	WNT4	protein_coding	chr1	22446324	22446329	22446324	22446329	-	1	0	AGO1-4	1	0	0	0	0	0	0	6	MCF7
MIMAT0000280	hsa-miR-223-3p	ENSG00000088280	ASAP3	protein_coding	chr1	23755976	23755981	23755976	23755981	-	1	0	AGO1-4	1	0	0	0	0	0	0	9	MCF7
MIMAT0000280	hsa-miR-223-3p	ENSG00000117308	GALE	protein_coding	chr1	24122271	24122276	24122271	24122276	-	5	0	AGO2	1	0	0	0	0	0	0	1	HEK293
